REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
J24M88/004,A17545,Amina Akiiki,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,3,1,5,Retake/Probation,Normal,R,Ordinary,Mukono,Beta Hall,B,B-39,Subscribed,Lira Town College,Lira,Tier 2,Private/Faith-based,,,95%,95,76–100%,3968000,3769600,198400,Edwin Magezi,Gertrude Nassaka,Gertrude Abigaba,Brian Kijjambu,MOL0401
J24M88/006,A17550,Fred Mukasa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,R,Executive,Mukono,Delta Hall,B,B-39,Subscribed,Gulu High School,Gulu,Tier 2,Private/Faith-based,,,55%,55,51–75%,4818000,2649900,2168100,Namagembe Waiswa,Irene Nsubuga,James Ainomugisha,Timothy Opio,"MOL0404, MOL0405"
J24M88/008,A17555,Mia Smith,Indian,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,3318000,3318000,0,Gerald Nakato,Nandutu Tibyangye,Isaac Nakandi,Warren Yiga,MOL0402
J24M88/011,A17568,Triza Ssempijja,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,3,1,5,Retake/Probation,Normal,R,Ordinary,Mukono,Alpha Hall,B,B-04,Subscribed,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,Innovation Scholarship,Community Impact Grant,65%,65,51–75%,3968000,2579200,1388800,Judith Wabwire,Lucy Waiswa,Eunice Malinga,Diana Zziwa,MOL0304
J24M88/013,A17585,Abel Nansubuga,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,3,1,5,Retake/Probation,Normal,R,Executive,Mukono,Gamma Hall,D,D-32,Not Subscribed,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,,,85%,85,76–100%,4818000,4095300,722700,Ben Kabagenyi,Martin Zziwa,Triza Nakiyingi,Sophia Ainomugisha,MOL0104
J24M88/015,A17592,Ben Kibirige,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,R,Ordinary,Mukono,Gamma Hall,A,A-24,Not Subscribed,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,,,45%,45,26–50%,3968000,1785600,2182400,Akena Kaddu,Namutebi Nabukenya,Mercy Tindyebwa,Namata Atwine,MOL0401
J24M88/017,A17595,Janet Nanyonjo,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,R,Ordinary,Mukono,Gamma Hall,A,A-10,Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,100%,100,76–100%,3968000,3968000,0,Robert Namaganda,Yusuf Bataringaya,Warren Galiwango,Hellen Nakiganda,MOL0404
J24M88/019,A17601,Zaituni Waiswa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,40%,40,26–50%,3318000,1327200,1990800,Nandutu Kiyingi,David Olara,Joshua Mugerwa,Namirembe Balikuddembe,MOL0104
J24M88/021,A17620,Adong Ssenfuma,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,R,Double Normal,Mukono,Beta Hall,A,A-53,Subscribed,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,Innovation Scholarship,Integrity Award,50%,50,26–50%,4168000,2084000,2084000,Proscovia Nsubuga,Martin Okot,Diana Nakafeero,Nabirye Ouma,MOL0406
J24M88/023,A17627,Namara Namaganda,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Late,R,Ordinary,Mukono,Alpha Hall,A,A-15,Subscribed,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,Innovation Scholarship,Future Leaders Grant,95%,95,76–100%,3968000,3769600,198400,Joan Mugerwa,Joan Mugerwa,Eunice Atwine,Ritah Zziwa,"MOL0401, MOL0405"
J24M88/025,A17631,Namirembe Tumusiime,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,3,1,5,Retake/Probation,Normal,R,Double Normal,Mukono,Alpha Hall,B,B-25,Subscribed,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,,,40%,40,26–50%,4168000,1667200,2500800,Faith Waiswa,Gift Otim,Ian Kisitu,Juliet Kayemba,"MOL0401, MOL0405, MOL0406"
J24M88/027,A17637,Chris Waiswa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,R,Executive,Mukono,Beta Hall,C,C-36,Not Subscribed,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,,,50%,50,26–50%,4818000,2409000,2409000,Daniel Ladu,Nambi Chemutai,Stephen Babirye,Trevor Nakaggwa,MOL0403
J24M88/029,A17646,Doreen Bainomugisha,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Late,NR,None,Mukono,,,,Not Applicable,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,,,75%,75,51–75%,3318000,2488500,829500,Rebecca Sabiiti,Martin Wanyama,Martin Gitta,Francis Babirye,"MOL0401, MOL0406"
J24M88/032,A17669,Gloria Kansiime,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,Need-Based Grant,Bright Minds Scholarship,75%,75,51–75%,3318000,2488500,829500,Nakuya Nafuna,Namara Byarugaba,Namutebi Muzira,Judy Nakafeero,MOL0406
J24M88/034,A17672,James Mulyagonja,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,3,1,5,Retake/Probation,Late,R,Double Normal,Mukono,Gamma Hall,C,C-39,Not Subscribed,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,,,60%,60,51–75%,4168000,2500800,1667200,Joshua Kafuko,Dorothy Namyalo,Zaina Kiconco,Edith Namaganda,MOL0301
J24M88/037,A17701,Gertrude Akiiki,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,3,1,5,Retake/Probation,Late,R,Executive,Mukono,Gamma Hall,D,D-50,Subscribed,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,,,30%,30,26–50%,4818000,1445400,3372600,Violet Kahinda,Nancy Ainomugisha,Peter Mulyagonja,Zaina Nakiyingi,MOL0403
J24M88/039,A17707,Judy Nansubuga,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,R,Double Normal,Mukono,Gamma Hall,B,B-49,Not Subscribed,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,,,100%,100,76–100%,4168000,4168000,0,Emmanuel Oringa,Peter Ntambi,Proscovia Kalyegira,Akiiki Byarugaba,"MOL0403, MOL0406"
J24M88/041,A17710,Akena Nakiganda,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,3,1,5,Retake/Probation,Normal,NR,None,Mukono,,,,Not Applicable,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,50%,50,26–50%,3318000,1659000,1659000,Esther Okot,Edwin Tibyangye,Abel Muhangi,Hope Mulyagonja,"MOL0302, MOL0304"
J24M88/043,A17719,Joseph Tibyangye,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Late,R,Ordinary,Mukono,Beta Hall,B,B-17,Not Subscribed,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,3968000,3968000,0,Paul Mukwaya,Namata Akiiki,Nancy Namirembe,Annet Muhangi,MOL0301
J24M88/045,A17724,Akello Natukunda,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,3,1,5,Retake/Probation,Late,NR,None,Mukono,,,,Not Applicable,Gulu High School,Gulu,Tier 2,Private/Faith-based,,,35%,35,26–50%,3318000,1161300,2156700,Fred Abigaba,Ben Bategeka,Ruth Ainomugisha,Esther Ibanda,MOL0401
J24M88/048,A17765,Triza Nsereko,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,R,Ordinary,Mukono,Beta Hall,C,C-45,Subscribed,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,,,40%,40,26–50%,3968000,1587200,2380800,Elizabeth Kalyegira,Precious Tabaaro,Solomon Nakkazi,Gloria Ntambi,"MOL0205, MOL0206"
J24M88/050,A17772,Saul Wasswa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,R,Double Normal,Mukono,Alpha Hall,B,B-34,Not Subscribed,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,,,60%,60,51–75%,4168000,2500800,1667200,Ritah Bainomugisha,Jacob Ssewava,Brian Namyalo,Mugisha Namaganda,"MOL0302, MOL0303, MOL0305"
J24M88/052,A17785,Sylvia Nakaggwa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,3,1,5,Retake/Probation,Normal,NR,None,Mukono,,,,Not Applicable,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,,,40%,40,26–50%,3318000,1327200,1990800,Akena Kalyango,Denis Namaganda,Vincent Namutebi,Brian Namugga,"MOL0403, MOL0405"
J24M88/054,A17796,Irene Mulyagonja,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,R,Ordinary,Mukono,Alpha Hall,C,C-56,Not Subscribed,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,Innovation Scholarship,Community Impact Grant,75%,75,51–75%,3968000,2976000,992000,Irene Nakitto,Mary Babirye,Kevin Malinga,Janet Nalubega,MOL0405
J25M88/001,A17533,Namagembe Byaruhanga,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Late,R,Executive,Mukono,Delta Hall,A,A-55,Subscribed,Muni Girls School,Arua,Tier 2,Private/Faith-based,,,90%,90,76–100%,4818000,4336200,481800,Deborah Mitala,Daniel Nakimera,Jackline Babirye,Adong Tumusiime,
J25M88/004,A17543,Lloyd Byarugaba,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,A,A-44,Not Subscribed,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,Merit Award,Future Leaders Grant,50%,50,26–50%,3968000,1984000,1984000,Warren Ainomugisha,Ian Namagombe,Solomon Nakalema,Daniel Babirye,"MOL0202, MOL0204"
J25M88/007,A17563,Vincent Bukenya,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Late,R,Executive,Mukono,Beta Hall,D,D-39,Not Subscribed,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,Leadership Grant,Bright Minds Scholarship,50%,50,26–50%,4818000,2409000,2409000,Nakato Ddamulira,Oliver Kamara,Patience Barasa,Norah Namaganda,MOL0203
J25M88/009,A17570,Rebecca Bukenya,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,R,Ordinary,Mukono,Delta Hall,A,A-29,Not Subscribed,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,,,90%,90,76–100%,3968000,3571200,396800,David Yiga,Mildred Wakabi,Winnie Nanyonjo,Proscovia Kabagenyi,"MOL0203, MOL0204"
J25M88/012,A17588,Timothy Kiyingi,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,,,30%,30,26–50%,3318000,995400,2322600,Doreen Muwonge,Yasin Matovu,Lawrence Nakisige,Lloyd Nabawanuka,"MOL0203, MOL0204, MOL0206"
J25M88/014,A17611,Judy Ssekandi,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,,,100%,100,76–100%,3318000,3318000,0,Robert Mirembe,Jacob Kalibbala,Paul Nakandi,Rebecca Bainomugisha,MOL0203
J25M88/016,A17613,Daniel Kikomeko,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,D,D-05,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,80%,80,76–100%,4168000,3334400,833600,Jacob Kansiime,Nakanwagi Tumuhimbise,Norah Kansiime,Nandutu Pereza,"MOL0202, MOL0205"
J25M88/018,A17624,Nandutu Ssempijja,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,40%,40,26–50%,3318000,1327200,1990800,Joshua Nakayiza,Lawrence Babirye,Timothy Obua,John Kazibwe,"MOL0202, MOL0203, MOL0204"
J25M88/021,A17629,Juliet Nakimera,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,90%,90,76–100%,3318000,2986200,331800,Nancy Nakyanzi,Elizabeth Nsereko,Denis Nakacwa,Prisca Kigozi,"MOL0201, MOL0202"
J25M88/027,A17663,Joy Mukwaya,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,R,Executive,Mukono,Alpha Hall,C,C-54,Subscribed,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,,,50%,50,26–50%,4818000,2409000,2409000,Atim Kato,John Ssekandi,Francis Kabagenyi,Sharifah Nakyanzi,MOL0204
J25M88/029,A17674,Namazzi Byarugaba,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,,,100%,100,76–100%,3318000,3318000,0,Gloria Naddumba,Warren Sserugo,Nicholas Nakitto,Janet Ssenoga,"MOL0203, MOL0204"
J25M88/031,A17686,Harriet Kiconco,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,,,35%,35,26–50%,3318000,1161300,2156700,Mark Amanya,Tabitha Muwanga,Francis Barasa,Amina Kayondo,MOL0201
J25M88/033,A17696,Fatima Lewis,Ethiopian,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,85%,85,76–100%,3318000,2820300,497700,Nakintu Magezi,Vanessa Muwanga,Namirembe Kahinda,Ritah Mitala,MOL0202
J25M88/035,A17702,Yusuf Mukwaya,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,,,85%,85,76–100%,3318000,2820300,497700,Asiimwe Nakayiza,Mildred Nakitto,Victor Kazibwe,Ritah Amanya,
J25M88/038,A17731,Joshua Nassaka,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,A,A-18,Subscribed,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,,,40%,40,26–50%,4168000,1667200,2500800,Nicholas Bbaale,Deborah Otim,Isaac Kaddu,Winnie Nabweteme,"MOL0204, MOL0205"
J25M88/041,A17739,Nakkazi Nsubuga,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,,,85%,85,76–100%,3318000,2820300,497700,Esther Kazibwe,Deborah Bamwine,Nabasirye Kalyango,Jacob Kiconco,
J25M88/043,A17748,Naggayi Bategeka,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,D,D-25,Subscribed,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,,,65%,65,51–75%,4168000,2709200,1458800,Jacob Akiiki,Nabulime Nakandi,Patience Mirembe,Emmanuel Kiyingi,MOL0201
J25M88/045,A17752,James Kabuye,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,B,B-44,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,50%,50,26–50%,4168000,2084000,2084000,Kevin Sserugo,Nambi Luyiga,Nakanwagi Namagombe,Abel Arinaitwe,"MOL0204, MOL0205, MOL0206"
J25M88/047,A17763,Kevin Kiggundu,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,,,55%,55,51–75%,3318000,1824900,1493100,Ritah Babirye,Nakimera Nakkazi,Denis Kiyingi,Nicholas Nafuna,
J25M88/050,A17768,Abraham Nakaggwa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Gulu High School,Gulu,Tier 2,Private/Faith-based,Sports Bursary,Integrity Award,65%,65,51–75%,3318000,2156700,1161300,Elizabeth Atim,Noah Babirye,Gertrude Zziwa,Nakato Nsereko,
J25M88/052,A17778,Namara Akiiki,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,20%,20,0–25%,3318000,663600,2654400,Amina Opio,Doreen Byarugaba,Akiiki Ssewanyana,Judy Kalyango,MOL0205
J25M88/054,A17786,Atim Magezi,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,Merit Award,Global Vision Scholarship,70%,70,51–75%,3318000,2322600,995400,Nicholas Kalyegira,Moses Muwonge,Janet Komakech,Ronald Ocaya,"MOL0202, MOL0203, MOL0204"
J25M88/056,A17788,Namyalo Bataringaya,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Late,NR,None,Mukono,,,,Not Applicable,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,,,35%,35,26–50%,3318000,1161300,2156700,Caroline Akena,Namazzi Tindyebwa,Valerie Wanyama,David Wandera,MOL0203
KJ24M88/009,A17560,Apollo Bagiire,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,3,1,5,Retake/Probation,Normal,R,Ordinary,Kampala,Delta Hall,B,B-34,Not Subscribed,Nabumali High School,Mbale,Tier 1,Private/Faith-based,,,70%,70,51–75%,4168000,2917600,1250400,Nakimera Kalibbala,Eunice Kafuko,Sheila Wandera,Lydia Zziwa,"MOL0205, MOL0206"
KJ24M88/036,A17700,Joy Ssewanyana,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Finalist,Normal,R,Double Normal,Kampala,Alpha Hall,D,D-53,Not Subscribed,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,Innovation Scholarship,Future Leaders Grant,95%,95,76–100%,4318000,4102100,215900,Anena Olara,Faith Nakiganda,Joan Ssentongo,Atim Kafuko,MOL0103
KJ25M88/003,A17537,Namirembe Ladu,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,90%,90,76–100%,3318000,2986200,331800,Asiimwe Mitala,Natukunda Naddumba,Nandutu Nabirye,Gertrude Nakandi,MOL0205
KJ25M88/011,A17583,Winnie Ddamulira,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,R,Ordinary,Kampala,Beta Hall,A,A-21,Not Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,40%,40,26–50%,4168000,1667200,2500800,Ritah Naddumba,Nabirye Kikomeko,Violet Mitala,Abraham Muzira,"MOL0204, MOL0206"
KJ25M88/023,A17640,Lucy Kansiime,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,80%,80,76–100%,3318000,2654400,663600,Joy Kisitu,Namazzi Nakacwa,Esther Nakacwa,Anena Yiga,"MOL0201, MOL0203"
KJ25M88/025,A17657,Ivan Walakira,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,95%,95,76–100%,3318000,3152100,165900,Vanessa Acen,Winnie Nakisige,Jacob Nanyonjo,Triza Nakayiza,MOL0107
KJ25M88/036,A17726,Nakintu Bategeka,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,Sports Bursary,Global Vision Scholarship,55%,55,51–75%,3318000,1824900,1493100,Elijah Kayemba,Lydia Adong,Joshua Namirembe,Naava Kalyango,"MOL0202, MOL0203, MOL0204"
KJ25M88/049,A17767,George Byarugaba,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Continuing,Normal,R,Double Normal,Kampala,Alpha Hall,A,A-27,Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,40%,40,26–50%,4318000,1727200,2590800,Elizabeth Nabunya,Deborah Nakandi,Namagembe Tindyebwa,Doreen Bamwine,"MOL0203, MOL0206"
KM24M88/001,A17523,Lilian Tumusiime,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Executive,Kampala,Gamma Hall,B,B-29,Not Subscribed,King's College Budo,Kampala,Tier 1,Private/Faith-based,Sports Bursary,Bright Minds Scholarship,45%,45,26–50%,5118000,2303100,2814900,Richard Oringa,Sophia Yiga,Judith Akiiki,Elizabeth Mulindwa,MOL0401
KM24M88/011,A17561,Vanessa Kahinda,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Double Normal,Kampala,Gamma Hall,C,C-06,Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,50%,50,26–50%,4318000,2159000,2159000,Precious Luyiga,Florence Nandutu,Noah Nakibuuka,Vanessa Ssewanyana,"MOL0401, MOL0402, MOL0403"
KM24M88/042,A17747,Yusuf Ssentongo,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,,,60%,60,51–75%,3318000,1990800,1327200,Nakato Atwine,Irene Bukenya,Ben Nakayiza,Nabasirye Tibyangye,MOL0401
KM25M88/013,A17605,Ian Wabwire,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,R,Executive,Kampala,Gamma Hall,B,B-03,Not Subscribed,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,,,100%,100,76–100%,5118000,5118000,0,Peter Atim,Valerie Naggenda,Violet Namugga,Namata Nakyanzi,MOL0203
KM25M88/020,A17673,Nambi Naggenda,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,1,1,Leave of Absence,Normal,NR,None,Kampala,,,,Not Applicable,Busoga High School,Iganga,Tier 2,Private/Faith-based,,,55%,55,51–75%,3318000,1824900,1493100,Lawrence Nakimera,Sharifah Waiswa,Yasin Okello,Paul Nakisige,"MOL0101, MOL0105"
KS24M88/002,A17525,Paul Natukunda,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Ordinary,Kampala,Alpha Hall,A,A-56,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,35%,35,26–50%,4168000,1458800,2709200,Zaina Akello,James Ssenfuma,Gloria Ssewava,Nakimera Kaboyo,"MOL0301, MOL0302, MOL0304"
KS24M88/008,A17569,Solomon Nuwagaba,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,,,100%,100,76–100%,3318000,3318000,0,Brian Twinamatsiko,Abraham Mayanja,Ian Lumala,Ian Mirembe,"MOL0304, MOL0306"
KS24M88/016,A17603,Vincent Nakayiza,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Double Normal,Kampala,Gamma Hall,B,B-45,Not Subscribed,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,,,40%,40,26–50%,4318000,1727200,2590800,Adong Wanyama,Martin Lwanga,Sheila Kiyingi,Catherine Amanya,"MOL0304, MOL0307"
KS24M88/031,A17685,Mugisha Twinamatsiko,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Double Normal,Kampala,Alpha Hall,A,A-10,Subscribed,King's College Budo,Kampala,Tier 1,Private/Faith-based,Merit Award,Global Vision Scholarship,85%,85,76–100%,4318000,3670300,647700,Mary Bategeka,Florence Wasswa,Namutebi Kalema,Gift Okot,MOL0305
KS24M88/038,A17745,Vincent Oringa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,,,100%,100,76–100%,3318000,3318000,0,Trevor Kalyegira,Adong Nabawanuka,Nicholas Akena,Nakanwagi Oloya,"MOL0302, MOL0303, MOL0306"
