REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
M25M63/012,A19807,Proscovia Naggenda,Ugandan,School of Social Sciences,Social Sciences,63,Master of Research and Public Policy,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,,,75%,75,51–75%,2418000,1813500,604500,Ivan Kaddu,Akello Kalema,Patience Ssekandi,Fred Twinamatsiko,
S24M63/001,A19742,Charles Waiswa,Ugandan,School of Social Sciences,Social Sciences,63,Master of Research and Public Policy,2,2,4,Continuing,Normal,R,Executive,Mukono,Delta Hall,B,B-39,Subscribed,Lira Town College,Lira,Tier 2,Private/Faith-based,Innovation Scholarship,Future Leaders Grant,35%,35,26–50%,3918000,1371300,2546700,Sylvia Nakkazi,John Kalyango,Warren Ikojo,Grace Ninsiima,MOR0203
S24M63/003,A19747,Nancy Ssenoga,Ugandan,School of Social Sciences,Social Sciences,63,Master of Research and Public Policy,2,1,3,Leave of Absence,Normal,R,Ordinary,Mukono,Beta Hall,D,D-25,Subscribed,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,,,75%,75,51–75%,3068000,2301000,767000,Grace Nakacwa,George Ssentongo,Edith Nambooze,Vincent Ssewava,"MOR0302, MOR0303"
S24M63/007,A19786,Nabirye Abigaba,Ugandan,School of Social Sciences,Social Sciences,63,Master of Research and Public Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,55%,55,51–75%,2418000,1329900,1088100,Apollo Oringa,Ian Nuwagaba,Joseph Bataringaya,Oliver Kalyegira,MOR0305
S24M63/009,A19795,Mildred Ssekiziyivu,Ugandan,School of Social Sciences,Social Sciences,63,Master of Research and Public Policy,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,C,C-20,Subscribed,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,Sports Bursary,Community Impact Grant,80%,80,76–100%,3268000,2614400,653600,Nabulime Kaddu,John Nakabuye,Mary Namutebi,Richard Nabweteme,MOR0303
S24M63/012,A19805,Irene Babirye,Ugandan,School of Social Sciences,Social Sciences,63,Master of Research and Public Policy,2,2,4,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Pakwach Secondary School,Nebbi,Tier 2,Public/Mixed,,,100%,100,76–100%,2418000,2418000,0,Namyalo Nansubuga,Paul Namaganda,Denis Tumuhimbise,Joy Nassaka,"MOR0301, MOR0304, MOR0305"
S25M63/003,A19746,Joseph Kisitu,Ugandan,School of Social Sciences,Social Sciences,63,Master of Research and Public Policy,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,80%,80,76–100%,2418000,1934400,483600,Akiiki Nakisige,Margaret Babirye,Simon Kayondo,James Kabagenyi,MOR0106
S25M63/005,A19750,Mildred Akena,Ugandan,School of Social Sciences,Social Sciences,63,Master of Research and Public Policy,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,C,C-09,Not Subscribed,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,Sports Bursary,Bright Minds Scholarship,70%,70,51–75%,3268000,2287600,980400,Norah Akello,Precious Zziwa,Nambi Nakaggwa,Robert Kaddu,
S25M63/007,A19757,Ruth Kamanzi,Ugandan,School of Social Sciences,Social Sciences,63,Master of Research and Public Policy,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,C,C-30,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,80%,80,76–100%,3068000,2454400,613600,Brian Namaganda,James Nakisige,Mercy Sabiiti,Mark Ssekandi,"MOR0103, MOR0106"
S25M63/010,A19779,Olivia Smith,Kenyan,School of Social Sciences,Social Sciences,63,Master of Research and Public Policy,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,95%,95,76–100%,2418000,2297100,120900,Joseph Kikomeko,Trevor Nabukenya,Daniel Asiimwe,Rebecca Nabirye,
J24M59/003,A19824,Sophia Ocaya,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,3,1,5,Retake/Probation,Normal,NR,None,Mukono,,,,Not Applicable,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,Need-Based Grant,Integrity Award,55%,55,51–75%,2418000,1329900,1088100,Gift Nakaggwa,Zaina Mukwaya,Robert Ssekandi,Nabasirye Nakandi,"MOS0302, MOS0305"
J24M59/005,A19828,Brian Kasule,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Finalist,Normal,R,Double Normal,Mukono,Gamma Hall,D,D-55,Subscribed,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,,,60%,60,51–75%,3268000,1960800,1307200,Yasin Mirembe,Denis Twinamatsiko,Joseph Gitta,Susan Nabunya,"MOS0303, MOS0305"
J24M59/007,A19837,Zahra Davis,Nigerian,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Finalist,Late,R,Double Normal,Mukono,Beta Hall,B,B-23,Subscribed,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,3268000,3268000,0,Joy Babirye,Nakato Lumala,Vincent Matovu,Sylvia Amony,MOS0303
J24M59/010,A19852,Edwin Obua,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,,,35%,35,26–50%,2418000,846300,1571700,Lydia Nakiyingi,Akena Ainomugisha,Oliver Twinamatsiko,Namata Ikojo,"MOS0401, MOS0404"
J25M59/002,A19815,Mercy Nabunya,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,30%,30,26–50%,2418000,725400,1692600,Namata Kalyegira,Racheal Waiswa,Peter Mukwaya,Rose Ouma,MOS0201
J25M59/006,A19851,Namutebi Namaganda,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,1,3,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,D,D-15,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,70%,70,51–75%,3268000,2287600,980400,Judith Mitala,Trevor Nabukenya,Daniel Asiimwe,Rebecca Nabirye,"MOS0204, MOS0205, MOS0206"
J25M59/008,A19863,Isabella Baker,Tanzanian,School of Social Sciences,Social Sciences,59,Master of Social Work,2,1,3,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,B,B-25,Not Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,20%,20,0–25%,3068000,613600,2454400,Akello Kayondo,Deborah Nakitto,Trevor Tumuhimbise,Amina Mirembe,MOS0203
J25M59/010,A19866,Emmanuel Mulindwa,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,1,3,Continuing,Late,R,Ordinary,Mukono,Beta Hall,B,B-33,Subscribed,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed,,,100%,100,76–100%,3068000,3068000,0,Nambooze Wasswa,Hellen Oringa,Achan Nakandi,Hellen Kakooza,MOS0207
J25M59/012,A19871,Grace Clark,Nigerian,School of Social Sciences,Social Sciences,59,Master of Social Work,2,1,3,Continuing,Normal,R,Executive,Mukono,Delta Hall,A,A-45,Subscribed,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,,,60%,60,51–75%,3918000,2350800,1567200,Robert Ssekiziyivu,Namata Nafuna,Margaret Komakech,Nambooze Nakyanzi,MOS0204
KJ24M59/009,A19847,Mark Nakisige,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Leave of Absence,Normal,R,Double Normal,Kampala,Gamma Hall,C,C-35,Subscribed,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,35%,35,26–50%,3418000,1196300,2221700,Richard Nakayiza,Namirembe Kabuye,Joan Adong,Nandutu Kalyango,"MOS0403, MOS0407"
KJ25M59/004,A19839,David Lewis,Nigerian,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Leave of Absence,Normal,R,Ordinary,Kampala,Gamma Hall,C,C-16,Not Subscribed,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,Sports Bursary,Integrity Award,100%,100,76–100%,3268000,3268000,0,Jackline Kazibwe,Nakimera Okello,Timothy Nakyanzi,Grace Nambooze,"MOS0202, MOS0205"
KM24M59/006,A19856,Akiiki Wanyama,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,85%,85,76–100%,2418000,2055300,362700,Joan Namirembe,Paul Mulindwa,Atim Twinamatsiko,Peace Kato,MOS0402
KM25M59/008,A19878,John Nakaggwa,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,1,1,1,Leave of Absence,Normal,NR,None,Kampala,,,,Not Applicable,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,85%,85,76–100%,2418000,2055300,362700,Simon Komakech,Atwine Nakabuye,Nakanwagi Nakato,Daniel Bainomugisha,"MOS0102, MOS0103"
KS24M59/008,A19840,Oliver Wright,South Sudanese,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Continuing,Late,NR,None,Kampala,,,,Not Applicable,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,,,20%,20,0–25%,2418000,483600,1934400,Ian Naggenda,Nandutu Matovu,Margaret Nsubuga,Proscovia Mugerwa,"MOS0303, MOS0304, MOS0305"
KS25M59/003,A19819,Atim Muzira,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,,,45%,45,26–50%,2418000,1088100,1329900,Joshua Nabawanuka,George Ssentongo,Edith Nambooze,Vincent Ssewava,
M24M59/001,A19813,Grace Katusiime,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,D,D-47,Subscribed,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,,,60%,60,51–75%,3068000,1840800,1227200,Racheal Nakayiza,Yasin Okello,Warren Galiwango,Sylvia Galiwango,"MOS0206, MOS0207"
M24M59/003,A19832,Irene Galiwango,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,,,80%,80,76–100%,2418000,1934400,483600,Naggayi Muhangi,Namagembe Kabagenyi,Patience Nakiganda,Ritah Wasswa,MOS0306
M24M59/005,A19848,Akiiki Nabirye,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,,,65%,65,51–75%,2418000,1571700,846300,Aisha Nabunya,Denis Mukwaya,Kevin Mugisha,Harriet Mugisha,"MOS0405, MOS0407"
M24M59/008,A19859,Emmanuel Bashaija,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,1,3,Leave of Absence,Normal,R,Executive,Mukono,Alpha Hall,A,A-59,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,85%,85,76–100%,3918000,3330300,587700,Shamim Ainomugisha,Doreen Kayemba,Paul Ocaya,Namara Namutebi,MOS0302
M25M59/001,A19833,Nancy Arinaitwe,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Continuing,Normal,R,Executive,Mukono,Alpha Hall,C,C-30,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,70%,70,51–75%,3918000,2742600,1175400,Precious Opio,Lilian Nanyonjo,Judith Acen,Daniel Ssewanyana,"MOS0203, MOS0204"
M25M59/004,A19846,Patrick Namutebi,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Continuing,Late,R,Double Normal,Mukono,Alpha Hall,D,D-35,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,45%,45,26–50%,3268000,1470600,1797400,David Mayanja,Nabirye Atwine,Triza Kazibwe,Nakanwagi Lumala,"MOS0102, MOS0106"
M25M59/006,A19870,Precious Katusiime,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,A,A-43,Not Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,70%,70,51–75%,3268000,2287600,980400,Akena Sabiiti,Deborah Kahinda,Abraham Kabagenyi,Ian Kagimu,"MOS0205, MOS0206"
M25M59/009,A19879,Joseph Kaboyo,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,55%,55,51–75%,2418000,1329900,1088100,Emmanuel Nakiyingi,Akello Kalema,Patience Ssekandi,Fred Twinamatsiko,"MOS0201, MOS0204"
S24M59/002,A19823,Nakato Ainomugisha,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,C,C-40,Not Subscribed,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,85%,85,76–100%,3068000,2607800,460200,Denis Amanya,Walter Asiimwe,Charles Nabirye,Namata Lwanga,MOS0105
S24M59/004,A19827,Yasin Atwine,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,1,3,Leave of Absence,Normal,R,Ordinary,Mukono,Beta Hall,D,D-49,Subscribed,Lira Town College,Lira,Tier 2,Private/Faith-based,,,70%,70,51–75%,3068000,2147600,920400,Fred Mulyagonja,Naggayi Pereza,Edwin Mitala,Akiiki Mayanja,MOS0302
S24M59/006,A19830,Denis Kiyingi,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Continuing,Normal,R,Executive,Mukono,Alpha Hall,C,C-11,Not Subscribed,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,,,40%,40,26–50%,3918000,1567200,2350800,Lydia Mulyagonja,Namazzi Kazibwe,Nakuya Ainomugisha,Catherine Nakibuuka,MOS0203
S24M59/010,A19854,Naggayi Mukasa,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,45%,45,26–50%,2418000,1088100,1329900,Proscovia Kaboyo,Annet Jjumba,Namazzi Katusiime,Grace Magezi,"MOS0301, MOS0306"
S24M59/013,A19864,Michael Achola,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Continuing,Normal,R,Executive,Mukono,Beta Hall,A,A-07,Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,35%,35,26–50%,3918000,1371300,2546700,Nakuya Lwanga,Nakanwagi Lumala,Stephen Ainomugisha,Martin Muhangi,MOS0302
S24M59/015,A19875,Zaina Kiggundu,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,1,3,Leave of Absence,Normal,R,Executive,Mukono,Alpha Hall,A,A-05,Not Subscribed,Rakai Secondary School,Rakai,Tier 2,Public/Mixed,,,95%,95,76–100%,3918000,3722100,195900,Mildred Achola,Margaret Opio,Daniel Byarugaba,Caleb Kabagenyi,"MOS0201, MOS0204"
S24M59/017,A19882,Esther Mulindwa,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,20%,20,0–25%,2418000,483600,1934400,Joy Yiga,Robert Naddumba,Harriet Okello,Timothy Byarugaba,"MOS0304, MOS0306"
S25M59/002,A19817,Walter Lwanga,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,B,B-48,Subscribed,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,,,40%,40,26–50%,3268000,1307200,1960800,Ritah Kisembo,Fred Nakacwa,Atim Nakayiza,Judith Nakkazi,"MOS0105, MOS0106"
S25M59/005,A19838,Sarah Martinez,Kenyan,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Continuing,Normal,R,Executive,Mukono,Gamma Hall,B,B-38,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,95%,95,76–100%,3918000,3722100,195900,Vincent Kisitu,Esther Nassaka,Naava Magezi,Nakimera Olara,MOS0101
S25M59/007,A19850,Sarah Wanyama,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,,,80%,80,76–100%,2418000,1934400,483600,Nakato Otim,Fred Magezi,Vincent Kijjambu,Elizabeth Mugisha,
S25M59/009,A19862,Kevin Lwanga,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,90%,90,76–100%,2418000,2176200,241800,Nabasirye Nabweteme,Proscovia Mukasa,Judith Nakitto,Fred Bamwine,MOS0101
S25M59/012,A19874,Sylvia Kaddu,Ugandan,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Continuing,Normal,R,Executive,Mukono,Alpha Hall,D,D-01,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,90%,90,76–100%,3918000,3526200,391800,Norah Namutebi,Richard Nakabuye,Rose Ssekandi,Dorothy Akello,MOS0106
S25M59/014,A19883,Harper Adams,South Sudanese,School of Social Sciences,Social Sciences,59,Master of Social Work,1,2,2,Continuing,Late,R,Ordinary,Mukono,Delta Hall,D,D-36,Not Subscribed,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,35%,35,26–50%,3068000,1073800,1994200,Robert Tumusiime,Lawrence Nansubuga,Vanessa Katusiime,Gift Barasa,MOS0106
J24P58/002,A19886,Catherine Bbaale,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,3,1,5,Retake/Probation,Normal,NR,None,Mukono,,,,Not Applicable,Seeta High School,Kampala,Tier 2,Private/Faith-based,,,40%,40,26–50%,2418000,967200,1450800,Deborah Sserugo,John Kalyango,Warren Ikojo,Grace Ninsiima,"PDM0401, PDM0402, PDM0403"
J24P58/004,A19902,Noah Bataringaya,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,2,4,Finalist,Normal,R,Double Normal,Mukono,Delta Hall,D,D-03,Not Subscribed,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed,Merit Award,Integrity Award,100%,100,76–100%,3268000,3268000,0,Margaret Tibyangye,Namazzi Kazibwe,Nakuya Ainomugisha,Catherine Nakibuuka,PDM0304
J24P58/006,A19909,Lydia Bukenya,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,2,4,Finalist,Normal,R,Ordinary,Mukono,Alpha Hall,D,D-09,Not Subscribed,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,,,30%,30,26–50%,3068000,920400,2147600,Denis Nafuna,Nakato Lumala,Vincent Matovu,Sylvia Amony,"PDM0402, PDM0404, PDM0405"
J24P58/008,A19918,Fred Muwanga,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,2,4,Finalist,Normal,R,Double Normal,Mukono,Alpha Hall,A,A-59,Not Subscribed,Lira Town College,Lira,Tier 2,Private/Faith-based,,,75%,75,51–75%,3268000,2451000,817000,Lloyd Wandera,Nabirye Atwine,Triza Kazibwe,Nakanwagi Lumala,PDM0204
J25P58/001,A19890,Sophia Nakkazi,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,1,3,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,D,D-47,Not Subscribed,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,3268000,3268000,0,Mary Wakabi,Margaret Babirye,Simon Kayondo,James Kabagenyi,PDM0201
KJ25P58/003,A19919,Elizabeth Abigaba,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,1,3,Continuing,Normal,R,Executive,Kampala,Beta Hall,C,C-38,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,4218000,4218000,0,Ruth Mugabi,Namirembe Kabuye,Joan Adong,Nandutu Kalyango,"PDM0101, PDM0103"
KM24P58/006,A19922,Noah Ssekiziyivu,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,2,4,Continuing,Normal,R,Executive,Kampala,Alpha Hall,B,B-30,Subscribed,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,,,35%,35,26–50%,4218000,1476300,2741700,Nakintu Nuwagaba,Fred Magezi,Vincent Kijjambu,Elizabeth Mugisha,PDM0406
KS24P58/003,A19893,Judy Nsereko,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,2,4,Continuing,Normal,R,Executive,Kampala,Gamma Hall,D,D-56,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,30%,30,26–50%,4218000,1265400,2952600,Patrick Kibirige,Juliet Nanyonjo,Richard Nakalema,Robert Kakooza,PDM0306
KS24P58/006,A19917,Nandutu Ninsiima,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,2,4,Continuing,Normal,R,Executive,Kampala,Gamma Hall,B,B-13,Not Subscribed,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,,,100%,100,76–100%,4218000,4218000,0,Adong Mukwaya,Kevin Kamara,Noah Muwonge,Amina Lwanga,"PDM0304, PDM0306"
M24P58/001,A19891,Aisha Wandera,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,A,A-19,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,55%,55,51–75%,3068000,1687400,1380600,Achan Kigozi,George Ssentongo,Edith Nambooze,Vincent Ssewava,"PDM0401, PDM0403, PDM0404"
M24P58/003,A19908,Ronald Mugisha,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,40%,40,26–50%,2418000,967200,1450800,George Nakalema,Mary Chemutai,Moses Nakku,Nakimera Oloya,PDM0406
M25P58/001,A19887,Charlotte Allen,Indian,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,50%,50,26–50%,2418000,1209000,1209000,James Bukenya,Racheal Waiswa,Peter Mukwaya,Rose Ouma,PDM0201
M25P58/003,A19892,Evelyn White,Kenyan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,70%,70,51–75%,2418000,1692600,725400,Annet Namutebi,Harriet Komakech,Valerie Kalyango,Trevor Ssenoga,"PDM0204, PDM0205"
M25P58/005,A19897,Caroline Nassaka,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,1,2,2,Continuing,Late,R,Double Normal,Mukono,Delta Hall,D,D-50,Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,95%,95,76–100%,3268000,3104600,163400,Shamim Bataringaya,Moses Byaruhanga,Robert Nabirye,Janet Tindyebwa,
M25P58/008,A19913,Joan Kato,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Moroto High School,Moroto,Tier 2,Private/Faith-based,,,35%,35,26–50%,2418000,846300,1571700,Violet Atim,Abel Nuwagaba,Nakkazi Mukasa,Timothy Wabwire,"PDM0201, PDM0202"
S24P58/001,A19884,Janet Naddumba,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,2,4,Continuing,Normal,R,Executive,Mukono,Alpha Hall,A,A-57,Not Subscribed,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,Merit Award,Future Leaders Grant,80%,80,76–100%,3918000,3134400,783600,Stephen Namyalo,Peter Kiconco,Violet Nabweteme,David Ikojo,"PDM0302, PDM0305"
S24P58/005,A19906,Diana Nalubega,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Seeta High School,Kampala,Tier 2,Private/Faith-based,,,100%,100,76–100%,2418000,2418000,0,Caroline Muhangi,Nambi Mulindwa,Sarah Nakandi,Jacob Yiga,"PDM0302, PDM0303"
S25P58/002,A19899,Amina Byaruhanga,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,,,35%,35,26–50%,2418000,846300,1571700,Edwin Ssewava,Naggayi Pereza,Edwin Mitala,Akiiki Mayanja,PDM0104
S25P58/005,A19910,Maria Nakato,Ugandan,School of Social Sciences,Social Sciences,58,PGD Development Monitoring and Evaluation,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,C,C-22,Not Subscribed,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,,,75%,75,51–75%,3268000,2451000,817000,Nancy Ssentongo,Esther Nassaka,Naava Magezi,Nakimera Olara,"PDM0102, PDM0103, PDM0106"
J24P57/002,A19934,Namagembe Wasswa,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,2,4,Finalist,Normal,R,Double Normal,Mukono,Beta Hall,C,C-03,Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,80%,80,76–100%,3268000,2614400,653600,Sarah Kagimu,Walter Asiimwe,Charles Nabirye,Namata Lwanga,"PPA0301, PPA0304, PPA0306"
